Date,Time,SO2,NO,NO2,NOX,CO,O3,PM2.5,PM10,Temperature,RH,Solar_Rad,AQI,AQI_severity,Location
2024-01-01,23:00,79.76,154.1,139.04,52.17,25.02,0.06,63.86,379.09,21.47,81.21,310.28,264.0,Very Unhealthy,Sylhet
2024-01-01,23:00,198.48,122.04,95.54,177.11,9.41,0.15,69.87,163.8,32.38,84.99,377.97,247.0,Very Unhealthy,Mymensingh
2024-01-01,23:00,164.18,164.57,310.21,88.81,24.42,0.03,198.98,92.79,10.37,92.66,390.73,260.0,Very Unhealthy,Rangpur
2024-01-02,00:00,278.33,97.79,31.44,42.93,3.24,0.07,42.97,84.23,32.26,63.22,988.05,189.0,Unhealthy,Dhaka
2024-01-02,00:00,151.87,77.03,120.13,304.33,2.25,0.07,260.88,222.67,28.52,88.81,80.47,309.0,Hazardous,Chattogram
2024-01-02,00:00,136.14,128.79,392.85,350.45,17.22,0.07,249.01,181.16,32.05,57.23,363.15,299.0,Very Unhealthy,Khulna
2024-01-02,00:00,45.41,125.82,28.31,378.03,12.34,0.09,72.87,243.43,15.43,88.73,156.89,161.0,Unhealthy,Rajshahi
2024-01-02,00:00,184.48,148.77,53.49,310.46,24.94,0.15,195.64,153.12,32.7,66.47,987.9,264.0,Very Unhealthy,Barisal
2024-01-02,00:00,70.75,83.3,379.96,29.68,15.55,0.14,164.36,348.52,29.12,77.38,975.74,237.0,Very Unhealthy,Sylhet
2024-01-02,00:00,148.69,68.6,48.94,279.17,25.46,0.15,119.43,236.68,10.3,84.3,523.09,267.0,Very Unhealthy,Mymensingh
2024-01-02,00:00,109.95,113.68,68.74,288.82,7.94,0.12,43.86,250.64,33.14,78.75,666.79,216.0,Very Unhealthy,Rangpur
2024-01-02,01:00,44.71,147.15,58.38,46.76,7.53,0.05,127.44,233.32,24.46,61.56,556.7,188.0,Unhealthy,Dhaka
2024-01-02,01:00,197.63,126.44,210.9,47.37,7.6,0.05,97.92,222.39,11.97,74.91,954.98,173.0,Unhealthy,Chattogram
2024-01-02,01:00,49.48,175.2,62.29,193.81,29.51,0.01,27.73,78.33,10.72,71.09,68.99,294.0,Very Unhealthy,Khulna
2024-01-02,01:00,78.59,74.65,61.43,156.1,8.4,0.07,77.15,22.28,31.1,83.86,902.07,162.0,Unhealthy,Rajshahi
2024-01-02,01:00,135.42,134.26,54.58,361.11,23.38,0.11,212.45,228.65,23.44,52.08,212.67,262.0,Very Unhealthy,Barisal
2024-01-02,01:00,10.75,167.2,143.86,326.77,13.54,0.01,26.41,182.6,14.84,76.72,837.96,169.0,Unhealthy,Sylhet
2024-01-02,01:00,106.64,138.17,117.39,30.0,16.02,0.12,180.68,208.95,18.25,85.29,583.81,231.0,Very Unhealthy,Mymensingh
2024-01-02,01:00,256.69,61.94,200.24,366.53,26.31,0.09,262.38,79.34,19.4,51.57,658.89,310.0,Hazardous,Rangpur
2024-01-02,02:00,261.24,90.12,69.99,237.93,23.85,0.07,249.71,134.55,28.67,60.35,265.44,299.0,Very Unhealthy,Dhaka
2024-01-02,02:00,274.12,127.27,178.25,70.41,22.44,0.13,148.12,89.07,23.39,71.65,684.25,247.0,Very Unhealthy,Chattogram
2024-01-02,02:00,217.55,53.51,14.9,165.71,12.32,0.08,67.53,152.41,23.57,88.21,138.71,164.0,Unhealthy,Khulna
2024-01-02,02:00,132.08,122.62,277.09,373.35,27.29,0.04,260.46,73.77,13.01,84.95,905.08,309.0,Hazardous,Rajshahi
2024-01-02,02:00,181.32,190.54,170.62,91.66,13.02,0.14,36.0,250.47,14.47,80.89,62.4,237.0,Very Unhealthy,Barisal
2024-01-02,02:00,83.61,195.46,277.02,221.15,28.59,0.05,69.15,127.83,10.13,82.82,428.54,288.0,Very Unhealthy,Sylhet
2024-01-02,02:00,242.94,85.73,218.54,251.36,27.63,0.1,89.16,263.62,33.42,90.01,698.46,282.0,Very Unhealthy,Mymensingh
2024-01-02,02:00,217.66,138.88,121.8,96.6,4.0,0.14,15.11,216.59,29.54,72.82,203.87,237.0,Very Unhealthy,Rangpur
2024-01-02,03:00,231.75,139.42,367.37,73.53,18.39,0.03,47.19,382.73,17.36,90.3,308.64,241.0,Very Unhealthy,Dhaka
2024-01-02,03:00,190.08,140.14,215.41,383.82,20.78,0.08,93.96,180.36,32.24,51.01,943.19,236.0,Very Unhealthy,Chattogram
2024-01-02,03:00,131.04,152.78,29.17,358.26,21.18,0.11,199.7,198.87,13.16,50.38,652.44,250.0,Very Unhealthy,Khulna
2024-01-02,03:00,18.04,179.27,293.21,311.06,29.37,0.14,176.86,291.15,33.98,64.6,884.83,293.0,Very Unhealthy,Rajshahi
2024-01-02,03:00,295.99,91.61,217.17,214.3,23.03,0.07,297.01,231.32,30.33,79.18,346.41,338.0,Hazardous,Barisal
2024-01-02,03:00,172.22,77.23,46.17,363.09,25.68,0.08,172.43,110.76,32.99,94.51,123.52,269.0,Very Unhealthy,Sylhet
2024-01-02,03:00,104.21,10.4,375.05,252.06,16.58,0.11,138.83,149.75,21.76,53.74,769.77,208.0,Very Unhealthy,Mymensingh
2024-01-02,03:00,44.13,117.72,306.78,235.61,25.42,0.02,129.85,35.75,20.94,52.97,942.17,267.0,Very Unhealthy,Rangpur
2024-01-02,04:00,197.39,82.65,324.37,225.67,24.16,0.05,236.03,207.09,14.3,85.38,142.32,286.0,Very Unhealthy,Dhaka
2024-01-02,04:00,36.32,42.35,273.69,263.37,11.54,0.03,238.0,134.24,19.23,88.34,955.45,288.0,Very Unhealthy,Chattogram
2024-01-02,04:00,66.11,70.03,29.36,193.52,15.28,0.05,203.54,42.71,29.26,64.49,405.14,254.0,Very Unhealthy,Khulna
2024-01-02,04:00,192.96,87.26,188.98,239.04,6.88,0.12,215.33,280.24,30.38,53.16,571.83,265.0,Very Unhealthy,Rajshahi
2024-01-02,04:00,83.45,170.02,186.92,312.88,16.64,0.01,149.61,78.69,23.67,70.07,111.8,209.0,Very Unhealthy,Barisal
2024-01-02,04:00,58.82,120.68,377.22,345.54,18.6,0.03,146.36,78.6,29.66,90.41,775.01,222.0,Very Unhealthy,Sylhet
2024-01-02,04:00,113.13,74.4,18.8,169.96,28.09,0.12,46.25,44.4,30.27,69.54,548.06,285.0,Very Unhealthy,Mymensingh
2024-01-02,04:00,237.87,79.42,399.09,81.08,18.54,0.04,114.16,253.01,25.04,73.38,691.5,221.0,Very Unhealthy,Rangpur
2024-01-02,05:00,17.73,22.88,290.29,348.6,6.76,0.13,112.04,90.61,32.96,64.79,594.64,226.0,Very Unhealthy,Dhaka
2024-01-02,05:00,21.26,158.65,66.72,207.71,27.22,0.11,236.83,247.31,25.47,52.32,744.97,287.0,Very Unhealthy,Chattogram
2024-01-02,05:00,99.15,63.58,392.88,352.25,17.83,0.08,185.69,109.95,20.27,65.64,139.35,236.0,Very Unhealthy,Khulna
2024-01-02,05:00,58.97,61.54,275.8,72.67,29.1,0.06,49.96,178.39,18.06,92.86,725.9,291.0,Very Unhealthy,Rajshahi
2024-01-02,05:00,263.69,188.08,111.72,83.25,21.49,0.03,113.22,53.07,29.0,83.37,886.03,241.0,Very Unhealthy,Barisal
2024-01-02,05:00,178.5,132.99,394.26,104.04,11.29,0.05,179.59,122.84,17.14,53.96,271.92,230.0,Very Unhealthy,Sylhet
2024-01-02,05:00,214.1,13.8,126.06,47.56,26.31,0.04,30.29,154.78,22.99,83.29,611.68,273.0,Very Unhealthy,Mymensingh
2024-01-02,05:00,15.2,83.03,229.23,211.96,18.07,0.11,179.56,321.0,10.48,77.91,343.84,230.0,Very Unhealthy,Rangpur
2024-01-02,06:00,231.84,73.4,146.52,227.77,9.97,0.05,192.76,144.69,17.43,55.14,953.68,243.0,Very Unhealthy,Dhaka
2024-01-02,06:00,260.75,11.85,22.82,77.94,19.27,0.04,274.05,243.9,27.61,58.82,512.71,320.0,Hazardous,Chattogram
2024-01-02,06:00,180.13,51.64,309.86,348.23,7.2,0.06,98.36,88.05,14.24,61.93,159.89,173.0,Unhealthy,Khulna
2024-01-02,06:00,243.95,69.85,234.34,351.84,0.59,0.08,229.49,45.4,28.21,75.96,552.04,279.0,Very Unhealthy,Rajshahi
2024-01-02,06:00,146.48,188.67,77.24,21.65,18.79,0.04,49.77,234.58,28.18,61.38,106.35,223.0,Very Unhealthy,Barisal
2024-01-02,06:00,100.67,119.11,211.95,197.57,2.17,0.04,145.06,34.15,27.58,77.0,854.0,197.0,Unhealthy,Sylhet
2024-01-02,06:00,24.42,2.54,387.06,244.62,14.9,0.07,127.78,383.28,24.51,56.6,942.82,242.0,Very Unhealthy,Mymensingh
2024-01-02,06:00,71.02,81.85,168.68,94.49,20.94,0.15,113.49,26.23,32.07,51.52,508.86,247.0,Very Unhealthy,Rangpur
2024-01-02,07:00,41.65,161.96,84.21,175.55,18.9,0.1,204.78,44.16,15.82,88.29,371.98,255.0,Very Unhealthy,Dhaka
2024-01-02,07:00,156.67,79.16,186.81,166.0,1.04,0.02,44.16,42.28,20.11,86.29,925.77,137.0,Unhealthy for Sensitive Groups,Chattogram
2024-01-02,07:00,124.16,82.44,366.03,131.96,10.86,0.05,67.87,49.25,21.62,83.11,469.45,157.0,Unhealthy,Khulna
2024-01-02,07:00,218.7,159.49,236.65,205.59,5.5,0.13,231.88,100.5,16.85,57.85,297.45,282.0,Very Unhealthy,Rajshahi
2024-01-02,07:00,13.99,160.11,203.7,315.43,21.47,0.09,27.66,41.05,26.6,66.38,76.49,241.0,Very Unhealthy,Barisal
2024-01-02,07:00,157.91,190.4,214.48,131.3,6.01,0.09,272.37,340.69,30.5,72.45,858.42,318.0,Hazardous,Sylhet
2024-01-02,07:00,6.76,25.18,363.55,353.35,12.81,0.15,292.33,304.76,20.04,77.79,694.79,334.0,Hazardous,Mymensingh
2024-01-02,07:00,260.76,153.0,95.72,77.0,11.64,0.08,64.26,69.55,16.06,89.95,417.57,182.0,Unhealthy,Rangpur
2024-01-02,08:00,203.4,40.91,356.67,394.93,15.75,0.06,194.89,60.6,32.72,62.0,363.73,245.0,Very Unhealthy,Dhaka
2024-01-02,08:00,88.29,167.75,310.24,164.97,29.51,0.14,267.87,287.11,17.3,73.37,222.82,315.0,Hazardous,Chattogram
2024-01-02,08:00,37.03,178.54,63.61,250.76,20.34,0.12,246.51,99.1,29.7,71.25,770.6,296.0,Very Unhealthy,Khulna
2024-01-02,08:00,251.0,190.52,301.08,316.97,29.03,0.02,281.06,392.98,23.85,66.74,838.4,325.0,Hazardous,Rajshahi
2024-01-02,08:00,201.28,112.86,19.06,384.03,27.7,0.14,99.86,244.17,14.29,63.72,839.84,282.0,Very Unhealthy,Barisal
2024-01-02,08:00,188.83,78.21,198.52,24.64,12.26,0.08,72.97,43.67,16.34,73.72,109.19,160.0,Unhealthy,Sylhet
2024-01-02,08:00,272.54,141.01,241.75,359.77,22.65,0.07,255.39,312.15,15.62,68.52,103.19,305.0,Hazardous,Mymensingh
2024-01-02,08:00,39.02,100.58,37.72,362.44,10.48,0.04,76.2,26.39,23.87,59.47,557.47,162.0,Unhealthy,Rangpur
2024-01-02,09:00,66.67,43.33,33.18,338.11,8.8,0.03,293.23,22.89,20.25,82.09,412.21,335.0,Hazardous,Dhaka
2024-01-02,09:00,229.8,46.07,146.96,21.49,14.2,0.06,130.59,36.15,12.09,88.46,496.91,190.0,Unhealthy,Chattogram
2024-01-02,09:00,89.59,186.47,16.74,153.18,20.35,0.09,226.31,393.06,27.08,57.35,827.51,276.0,Very Unhealthy,Khulna
2024-01-02,09:00,70.0,24.38,74.27,223.36,13.96,0.09,189.88,115.76,30.05,76.63,354.69,240.0,Very Unhealthy,Rajshahi
2024-01-02,09:00,81.15,154.03,153.17,290.96,21.29,0.02,202.8,85.87,14.84,53.96,570.37,253.0,Very Unhealthy,Barisal
2024-01-02,09:00,265.77,197.43,215.3,269.54,28.52,0.1,232.93,144.25,29.19,87.63,299.45,288.0,Very Unhealthy,Sylhet
2024-01-02,09:00,125.36,190.31,181.59,244.43,7.12,0.15,122.68,383.39,27.3,83.83,499.6,247.0,Very Unhealthy,Mymensingh
2024-01-02,09:00,261.44,11.16,345.35,294.74,21.14,0.14,250.67,214.18,11.09,91.99,293.75,301.0,Hazardous,Rangpur
2024-01-02,10:00,127.45,57.81,140.78,105.99,25.11,0.03,251.51,358.65,27.15,68.36,312.06,302.0,Hazardous,Dhaka
2024-01-02,10:00,174.74,182.63,49.28,124.7,20.57,0.06,244.33,225.87,13.58,88.26,906.12,294.0,Very Unhealthy,Chattogram
2024-01-02,10:00,90.14,19.49,162.1,173.47,15.45,0.07,287.07,148.34,26.67,59.55,393.54,330.0,Hazardous,Khulna
2024-01-02,10:00,293.44,32.08,153.79,311.96,9.49,0.14,109.61,117.1,18.77,84.33,559.21,237.0,Very Unhealthy,Rajshahi
2024-01-02,10:00,77.55,36.72,189.33,267.65,11.4,0.07,268.23,259.62,23.56,92.9,184.08,315.0,Hazardous,Barisal
2024-01-02,10:00,5.65,190.47,25.42,173.45,13.11,0.12,10.18,393.96,21.08,58.42,693.13,257.0,Very Unhealthy,Sylhet
2024-01-02,10:00,65.6,120.51,345.47,328.96,3.05,0.13,241.46,234.06,32.77,59.01,598.8,291.0,Very Unhealthy,Mymensingh
2024-01-02,10:00,128.53,48.84,231.03,301.84,19.03,0.13,262.05,239.33,24.26,92.5,301.55,310.0,Hazardous,Rangpur
2024-01-02,11:00,290.35,155.71,159.7,224.19,10.29,0.12,192.12,282.09,33.92,94.56,568.19,242.0,Very Unhealthy,Dhaka
2024-01-02,11:00,148.97,84.13,111.19,172.1,17.27,0.13,26.47,53.0,25.15,67.09,505.13,226.0,Very Unhealthy,Chattogram
2024-01-02,11:00,91.26,58.81,49.23,285.9,27.26,0.11,91.92,322.57,14.28,57.95,133.48,279.0,Very Unhealthy,Khulna
2024-01-02,11:00,79.88,161.88,50.95,356.72,28.57,0.15,120.63,205.16,26.96,91.9,354.74,288.0,Very Unhealthy,Rajshahi
2024-01-02,11:00,204.39,110.65,284.02,296.55,7.9,0.08,33.52,140.87,28.57,53.38,374.91,159.0,Unhealthy,Barisal
2024-01-02,11:00,174.82,17.45,69.27,393.84,22.8,0.1,259.71,163.87,23.76,59.92,93.93,308.0,Hazardous,Sylhet
2024-01-02,11:00,90.79,9.11,41.91,276.2,5.74,0.06,227.42,339.47,28.9,61.93,473.86,277.0,Very Unhealthy,Mymensingh
2024-01-02,11:00,285.15,47.67,271.19,239.34,21.83,0.01,113.91,313.51,15.26,86.73,455.82,243.0,Very Unhealthy,Rangpur
2024-01-02,12:00,157.22,160.82,281.09,158.96,17.93,0.09,32.24,69.09,22.9,63.23,354.96,217.0,Very Unhealthy,Dhaka
2024-01-02,12:00,117.18,103.97,133.29,299.76,19.27,0.15,288.11,76.13,22.53,82.32,541.98,331.0,Hazardous,Chattogram
2024-01-02,12:00,251.72,3.74,222.11,112.08,12.32,0.08,152.73,351.9,15.33,94.04,383.15,203.0,Very Unhealthy,Khulna
2024-01-02,12:00,276.12,140.73,115.86,126.48,9.17,0.03,135.23,235.81,21.41,69.81,532.26,192.0,Unhealthy,Rajshahi
2024-01-02,12:00,263.23,106.62,83.17,272.64,24.61,0.05,147.4,337.12,20.07,75.66,372.56,262.0,Very Unhealthy,Barisal
2024-01-02,12:00,223.24,157.45,33.26,50.99,8.98,0.11,116.28,64.48,28.36,82.36,549.9,205.0,Very Unhealthy,Sylhet
2024-01-02,12:00,286.25,180.49,267.64,40.32,17.95,0.01,21.68,269.88,22.79,57.28,578.66,217.0,Very Unhealthy,Mymensingh
2024-01-02,12:00,204.43,39.99,244.62,238.69,21.42,0.1,257.64,131.2,21.7,65.89,332.14,307.0,Hazardous,Rangpur
2024-01-02,13:00,197.96,100.16,21.09,300.67,18.68,0.05,41.27,325.16,16.44,74.48,687.05,222.0,Very Unhealthy,Dhaka
2024-01-02,13:00,243.25,103.61,151.05,232.21,7.97,0.07,56.65,200.92,27.19,55.82,791.08,175.0,Unhealthy,Chattogram
2024-01-02,13:00,65.9,165.59,57.83,388.15,13.99,0.03,105.51,129.74,21.18,60.39,147.4,177.0,Unhealthy,Khulna
2024-01-02,13:00,39.61,105.72,240.67,352.1,14.82,0.15,288.43,199.93,32.59,63.5,216.95,331.0,Hazardous,Rajshahi
2024-01-02,13:00,287.92,27.47,258.52,55.74,9.26,0.02,230.79,43.48,15.76,84.64,758.84,281.0,Very Unhealthy,Barisal
2024-01-02,13:00,236.0,21.63,66.29,280.32,27.49,0.12,50.47,254.58,20.81,81.89,979.91,281.0,Very Unhealthy,Sylhet
2024-01-02,13:00,8.05,169.09,158.41,94.39,27.69,0.05,268.65,306.35,29.52,83.4,678.32,315.0,Hazardous,Mymensingh
2024-01-02,13:00,275.99,50.13,31.1,388.89,22.78,0.13,260.71,280.62,15.25,88.58,844.31,309.0,Hazardous,Rangpur
2024-01-02,14:00,43.23,176.54,55.46,41.45,25.21,0.12,201.44,329.63,34.47,78.76,518.9,266.0,Very Unhealthy,Dhaka
2024-01-02,14:00,195.35,138.56,188.37,116.91,10.2,0.04,54.67,31.1,28.99,63.54,328.95,155.0,Unhealthy,Chattogram
2024-01-02,14:00,82.97,138.59,238.43,343.16,26.02,0.13,251.08,112.04,12.87,93.96,701.66,301.0,Hazardous,Khulna
2024-01-02,14:00,207.0,50.68,269.75,294.83,24.47,0.12,95.75,48.08,25.3,58.13,757.61,261.0,Very Unhealthy,Rajshahi
2024-01-02,14:00,138.69,38.79,357.97,92.01,2.31,0.1,59.4,325.62,24.4,55.47,641.82,187.0,Unhealthy,Barisal
2024-01-02,14:00,35.1,188.62,365.87,161.63,15.61,0.12,72.9,88.32,24.71,86.36,948.17,216.0,Very Unhealthy,Sylhet
2024-01-02,14:00,70.0,100.2,339.86,103.01,18.95,0.07,269.39,22.95,11.12,63.06,305.15,316.0,Hazardous,Mymensingh
2024-01-02,14:00,9.91,97.51,17.21,191.58,16.34,0.03,239.49,38.82,15.63,51.28,450.22,289.0,Very Unhealthy,Rangpur
2024-01-02,15:00,85.88,104.21,137.84,349.78,18.53,0.05,206.54,139.35,20.55,87.59,660.81,257.0,Very Unhealthy,Dhaka
2024-01-02,15:00,205.96,100.34,196.95,256.94,18.91,0.11,263.74,293.13,21.79,90.85,846.89,312.0,Hazardous,Chattogram
2024-01-02,15:00,153.07,46.14,218.17,166.95,6.49,0.13,262.33,23.28,31.5,68.23,391.84,310.0,Hazardous,Khulna
2024-01-02,15:00,213.94,75.52,153.31,103.55,29.5,0.07,167.14,109.85,16.71,85.54,883.56,294.0,Very Unhealthy,Rajshahi
2024-01-02,15:00,34.87,160.98,212.97,303.43,3.25,0.07,186.79,34.83,15.47,64.86,164.72,237.0,Very Unhealthy,Barisal
2024-01-02,15:00,98.85,48.7,234.41,312.1,3.94,0.06,187.58,202.07,13.99,59.48,856.1,238.0,Very Unhealthy,Sylhet
2024-01-02,15:00,227.43,26.68,264.3,398.72,28.02,0.05,141.9,323.91,30.36,80.16,531.11,284.0,Very Unhealthy,Mymensingh
2024-01-02,15:00,203.74,166.79,205.28,127.29,23.55,0.05,285.2,25.11,32.5,56.53,585.26,329.0,Hazardous,Rangpur
2024-01-02,16:00,8.69,44.23,327.02,211.57,18.72,0.06,25.0,291.39,16.95,83.24,607.31,222.0,Very Unhealthy,Dhaka
2024-01-02,16:00,97.01,124.31,155.2,263.12,14.72,0.04,240.23,172.15,28.82,92.55,313.87,290.0,Very Unhealthy,Chattogram
2024-01-02,16:00,40.04,67.71,201.32,374.8,28.6,0.12,212.89,29.18,22.26,50.97,240.19,288.0,Very Unhealthy,Khulna
2024-01-02,16:00,174.68,112.25,24.2,342.38,7.25,0.14,240.38,31.03,18.5,94.02,296.11,290.0,Very Unhealthy,Rajshahi
2024-01-02,16:00,39.13,157.67,259.51,276.53,21.08,0.06,230.79,122.81,15.23,80.89,148.49,281.0,Very Unhealthy,Barisal
2024-01-02,16:00,119.45,28.22,386.66,264.94,6.82,0.14,279.59,30.65,34.71,65.37,370.41,324.0,Hazardous,Sylhet
2024-01-02,16:00,88.4,192.89,236.06,60.47,11.64,0.09,274.4,252.95,23.63,71.77,569.79,320.0,Hazardous,Mymensingh
2024-01-02,16:00,279.68,91.87,288.66,314.73,3.49,0.05,264.29,36.6,34.34,76.54,506.83,312.0,Hazardous,Rangpur
2024-01-02,17:00,292.67,122.36,326.68,325.38,28.89,0.13,39.9,29.58,22.14,60.21,952.95,290.0,Very Unhealthy,Dhaka
2024-01-02,17:00,74.11,72.1,43.54,207.19,24.77,0.1,123.91,66.86,14.55,60.79,755.73,263.0,Very Unhealthy,Chattogram
2024-01-02,17:00,186.34,138.22,169.33,341.0,15.72,0.06,135.37,295.4,30.84,63.93,917.0,202.0,Very Unhealthy,Khulna
2024-01-02,17:00,177.13,2.55,68.91,46.89,28.5,0.09,216.36,92.83,16.84,89.46,353.65,287.0,Very Unhealthy,Rajshahi
2024-01-02,17:00,222.89,107.57,311.67,328.6,18.87,0.13,79.77,289.38,32.71,80.48,847.54,226.0,Very Unhealthy,Barisal
2024-01-02,17:00,290.8,121.55,276.05,246.46,2.9,0.13,33.69,285.24,18.49,85.88,942.85,226.0,Very Unhealthy,Sylhet
2024-01-02,17:00,216.52,36.83,280.07,243.07,2.42,0.1,11.56,398.14,24.93,79.54,574.64,263.0,Very Unhealthy,Mymensingh
2024-01-02,17:00,228.6,195.03,56.24,150.57,13.41,0.02,34.39,74.99,15.93,56.73,603.97,169.0,Unhealthy,Rangpur
2024-01-02,18:00,119.73,2.81,185.22,325.84,24.03,0.13,42.16,52.93,34.46,94.49,129.83,258.0,Very Unhealthy,Dhaka
2024-01-02,18:00,190.61,172.58,323.04,189.0,16.95,0.09,272.25,238.28,20.9,54.86,452.83,318.0,Hazardous,Chattogram
2024-01-02,18:00,169.87,104.11,196.32,286.56,13.13,0.03,253.38,373.07,19.23,79.52,69.67,303.0,Hazardous,Khulna
2024-01-02,18:00,296.86,159.6,59.86,357.22,22.06,0.06,205.5,160.78,28.72,54.83,493.63,256.0,Very Unhealthy,Rajshahi
2024-01-02,18:00,47.82,74.29,192.89,129.07,11.85,0.02,106.57,245.11,34.44,66.41,89.61,177.0,Unhealthy,Barisal
2024-01-02,18:00,11.85,183.98,29.4,141.33,10.41,0.03,281.1,175.66,24.05,75.62,55.83,325.0,Hazardous,Sylhet
2024-01-02,18:00,102.78,72.43,280.68,83.32,20.07,0.06,141.37,100.67,19.17,50.86,826.6,231.0,Very Unhealthy,Mymensingh
2024-01-02,18:00,252.49,142.41,303.3,288.17,16.5,0.15,105.91,278.79,11.39,60.55,899.23,247.0,Very Unhealthy,Rangpur
2024-01-02,19:00,53.63,98.61,108.69,259.19,10.7,0.05,213.79,288.39,18.24,83.25,797.58,264.0,Very Unhealthy,Dhaka
2024-01-02,19:00,246.8,141.32,200.01,298.7,3.37,0.13,134.39,41.08,33.45,64.45,964.61,226.0,Very Unhealthy,Chattogram
2024-01-02,19:00,56.39,149.55,361.14,301.66,1.13,0.02,171.85,285.01,18.5,90.33,673.87,222.0,Very Unhealthy,Khulna
2024-01-02,19:00,230.66,18.7,42.78,47.24,20.85,0.12,10.9,70.03,25.66,81.58,935.78,237.0,Very Unhealthy,Rajshahi
2024-01-02,19:00,160.92,18.06,165.62,104.05,20.82,0.14,237.06,303.66,20.19,89.72,297.13,287.0,Very Unhealthy,Barisal
2024-01-02,19:00,130.52,40.35,321.16,192.7,11.36,0.1,29.81,124.23,22.08,92.21,901.26,187.0,Unhealthy,Sylhet
2024-01-02,19:00,158.62,13.08,295.6,102.8,8.05,0.05,114.29,240.78,19.22,80.92,406.64,181.0,Unhealthy,Mymensingh
2024-01-02,19:00,181.2,135.7,48.66,87.69,16.23,0.14,264.03,357.72,11.19,77.48,780.08,312.0,Hazardous,Rangpur
2024-01-02,20:00,113.02,164.59,81.33,189.5,13.7,0.13,192.5,180.14,13.16,89.24,496.57,243.0,Very Unhealthy,Dhaka
2024-01-02,20:00,109.0,180.28,266.28,305.31,14.64,0.06,292.21,23.3,25.26,91.66,899.16,334.0,Hazardous,Chattogram
2024-01-02,20:00,210.66,10.43,219.1,102.23,1.55,0.11,226.38,79.98,16.43,57.58,540.14,276.0,Very Unhealthy,Khulna
2024-01-02,20:00,122.6,193.85,206.77,389.75,18.23,0.05,297.63,45.85,14.32,90.17,819.57,339.0,Hazardous,Rajshahi
2024-01-02,20:00,116.47,69.73,318.16,292.19,20.9,0.06,214.47,179.61,22.97,81.61,992.79,264.0,Very Unhealthy,Barisal
2024-01-02,20:00,217.3,18.02,206.08,246.85,24.74,0.02,97.41,333.87,34.31,72.63,378.27,262.0,Very Unhealthy,Sylhet
2024-01-02,20:00,40.91,121.61,231.29,385.96,9.05,0.07,206.52,233.96,25.18,60.45,815.26,257.0,Very Unhealthy,Mymensingh
2024-01-02,20:00,119.33,7.36,278.1,359.02,29.05,0.1,125.23,204.91,25.35,84.87,340.98,291.0,Very Unhealthy,Rangpur
2024-01-02,21:00,51.49,138.64,391.34,303.9,3.49,0.11,123.44,344.21,25.03,73.11,620.4,205.0,Very Unhealthy,Dhaka
2024-01-02,21:00,30.33,131.83,152.74,295.33,5.66,0.02,239.25,227.22,14.68,75.48,438.87,289.0,Very Unhealthy,Chattogram
2024-01-02,21:00,216.92,189.14,46.55,143.09,21.71,0.05,252.08,207.59,17.68,58.19,505.55,302.0,Hazardous,Khulna
2024-01-02,21:00,103.27,190.01,286.41,44.21,25.91,0.07,280.48,96.73,12.0,87.9,866.56,325.0,Hazardous,Rajshahi
2024-01-02,21:00,295.49,131.58,151.43,70.69,0.88,0.13,50.36,158.99,21.97,88.55,317.1,226.0,Very Unhealthy,Barisal
2024-01-02,21:00,294.73,70.78,38.17,84.88,10.95,0.13,135.72,146.85,28.85,87.97,754.17,226.0,Very Unhealthy,Sylhet
2024-01-02,21:00,211.72,64.86,312.3,168.01,26.49,0.11,70.66,119.04,27.43,85.18,843.37,274.0,Very Unhealthy,Mymensingh
2024-01-02,21:00,70.37,126.29,31.84,152.97,29.09,0.08,186.39,242.26,28.11,86.51,430.6,291.0,Very Unhealthy,Rangpur
2024-01-02,22:00,143.44,60.46,320.59,274.06,26.19,0.05,81.53,387.85,27.74,80.96,672.78,272.0,Very Unhealthy,Dhaka
2024-01-02,22:00,159.4,23.95,88.96,335.66,11.22,0.1,262.04,257.57,10.1,60.51,112.86,310.0,Hazardous,Chattogram
2024-01-02,22:00,143.87,111.18,352.53,318.49,20.8,0.13,27.91,152.57,14.9,59.21,139.99,236.0,Very Unhealthy,Khulna
2024-01-02,22:00,290.6,32.22,107.61,106.72,27.21,0.05,83.02,76.45,34.97,86.82,270.42,279.0,Very Unhealthy,Rajshahi
2024-01-02,22:00,265.1,133.09,277.37,249.55,17.54,0.12,199.21,177.81,25.04,77.57,344.4,249.0,Very Unhealthy,Barisal
2024-01-02,22:00,141.17,62.71,217.13,351.09,16.21,0.04,48.28,87.02,12.29,76.78,260.63,206.0,Very Unhealthy,Sylhet
2024-01-02,22:00,88.27,9.07,25.81,322.05,4.39,0.1,80.42,185.03,11.38,55.88,977.01,187.0,Unhealthy,Mymensingh
2024-01-02,22:00,170.75,189.75,162.81,210.13,15.83,0.07,98.08,396.87,26.46,70.7,185.0,261.0,Very Unhealthy,Rangpur
2024-01-02,23:00,276.53,170.75,290.5,197.98,29.61,0.14,18.91,223.92,17.21,60.27,437.91,295.0,Very Unhealthy,Dhaka
2024-01-02,23:00,168.83,21.6,254.65,116.94,13.86,0.02,102.12,51.92,10.5,83.53,269.95,175.0,Unhealthy,Chattogram
2024-01-02,23:00,276.71,127.58,252.8,334.36,25.64,0.14,57.43,139.96,21.27,52.11,439.68,268.0,Very Unhealthy,Khulna
